 Biotechnology  Health Care  Medical  Medical Device , Greater Detroit Area  Great Lakes  Midwestern US ,http://www.delphinusmt.com https://www.facebook.com/delphinusmt https://www.linkedin.com/company/delphinus-medical-technologies-inc- ,"Delphinus Medical Technologies develops, commercializes, sells, and services the breast cancer screening solutions to hospitals and imaging clinics in the United States and internationally. It commercializes SoftVue, a three-dimensional and tomographic ultrasound imaging and risk assessment device that examines women's breasts for the presence of benign and/or malignant masses, assesses breast cancer risks, diagnoses breast diseases, and monitors therapy. The company was founded in 2009 and is based in Detroit, Michigan. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Life Science , European Union (EU) ,http://www.delphitest.com/ ,"The company's core technology capitalizes on the revolutionary development of DNA analysis, DNA sequencing and DNA fragment analysis. Delphitest GmbH focussed on family relationship testing especially for private customers but also for courts, lawyers, medical doctors, youth welfare offices and embassies. We developed new techniques and tests, e.g. paternity tests for dogs, sibling tests etc. In addition, we offer genetic tests for hereditary diseases like Chorea Huntington, Alzheimers Disease or Canavan Syndrome and a genetic blood group test. Delphitest provides its high level of competence in DNA techniques to scientific partners like universities, hospitals or pharmaceutical companies in Europe. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Biopharma  Biotechnology  Commercial , San Francisco Bay Area  West Coast  Western US ,http://delpor.com ,"Delpor, Inc. engages in developing and acquiring drug delivery technologies that enable the sustained or pattern specific release of proteins, peptides, and small molecules through a small non-mechanical subcutaneous implant. Its technologies include Prozor, which is used for the delivery of antipsychotics and other small molecule drugs from a non-mechanical implantable drug delivery device; NANOPOR, a non-mechanical implantable drug delivery device in which sustained release is provided by membrane architecture; and Delos PUMP, a self-contained and electro-osmotically driven implantable drug delivery device to deliver drugs in predetermined patterns. The company was incorporated in 2009 and is based in San Francisco, California. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Pharmaceutical , European Union (EU)  Nordic Countries  Scandinavia ,http://www.delsitech.com/ https://www.linkedin.com/company/delsitech-ltd/ ,"DelSiTech is a leading technology specialist in biodegradable silica-based controlled release of small molecule drugs, biopharmaceuticals and viral vectors. they focus on parenteral and local administration of drug products. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Biotechnology  Cannabis  Medical ,,https://www.google.com/finance?q=CVE:NINE https://www.delta9.ca/ https://www.facebook.com/delta9biotech/ https://www.linkedin.com/company/delta-9-cannabis-inc/ https://twitter.com/Delta9BioTech https://www.google.com/finance?q=CVE:NINE https://www.google.com/finance?q=CVE:NINE https://twitter.com/Delta9BioTech ,"Delta 9 Cannabis is among the premier cannabis companies in Canada, with a large and steadily expanding production facility in Winnipeg Manitoba. Delta 9 was was founded by the father and son team of Bill and John Arbuthnot in 2012, obtained a production license under the Marihuana for Medical Purposes Regulations in December 2013, followed by a license to distribute medical cannabis in March 2014, becoming the 4th Licensed Producer of medical cannabis in Canada. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Cannabis  Staffing Agency , Greater New York Area  East Coast  Northeastern US ,http://www.d9search.com ,"The first search firm focused exclusively on recruiting senior and executive leadership for the Cannabis Industry. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Biotechnology , European Union (EU) ,http://www.deltabiotech.com.ar ,"Delta Biotechnology is a company dedicated to the research, development and commercialization of active ingredients of high potency. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Health Care , Great Lakes  Midwestern US ,,"Delta Chase is a healthcare company. <a aria-disabled=""false"" aria-label=""Discover more apps in the Crunchbase Marketplace"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" href=""https://www.crunchbase.com/marketplace/"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Marketplace Data </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Dental  Health Insurance , Greater Denver Area  Western US ,https://www.deltadentalco.com/default.aspx https://www.facebook.com/DeltaDentalCO https://www.linkedin.com/company/delta-dental-of-colorado/ https://twitter.com/deltadentalco https://twitter.com/deltadentalco ,"Delta Dental of Colorado is the state's leading dental benefits company and the only one based in Colorado. Unlike most carriers, they focus on just one thing — dental insurance. they provide their one million members with the convenience of local customer service backed by a national network of dental providers. In addition, they are a nonprofit company with a mission to improve oral health in Colorado. More than half of what they earn goes back to their local community. <a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
 Dental  Medical  Medical Device , Greater Minneapolis-Saint Paul Area  Great Lakes  Midwestern US ,http://www.deltadentalmn.org/ https://www.facebook.com/deltadentalmn https://www.linkedin.com/company/delta-dental-of-minnesota https://www.twitter.com/deltadentalmn https://www.twitter.com/deltadentalmn ,"<a aria-disabled=""false"" aria-label=""Unlock Charts on profile when you subscribe to Crunchbase Pro!"" class=""cb-text-transform-upper mat-button mat-raised-button mat-accent _mat-animation-noopable"" color=""accent"" mat-button="""" mat-raised-button="""" rel=""noopener"" tabindex=""0"" target=""_blank""><span class=""mat-button-wrapper""> Unlock Charts </span><div class=""mat-button-ripple mat-ripple"" matripple=""""></div><div class=""mat-button-focus-overlay""></div></a> "
